Iteration,Best_Fitness
1,-110.81166915379211
2,-111.17573448543502
3,-84.64621599413103
4,-87.10244077038479
5,-73.8966730338325
6,-83.9210866725761
7,-83.95783964245351
8,-48.03403821837459
9,-70.48801230867878
10,-83.34329758600487
11,-62.39317482381266
12,-53.665882408548285
13,-66.84660847404302
14,-65.39923046657177
15,-66.35109768178653
16,-59.79817297007452
17,-40.646432715877914
18,-44.19106557654297
19,-31.090915715451267
20,-36.42147183222291
21,-25.600272983007073
22,-37.882554258556965
23,-25.418037330392405
24,-3.4925142416775783
25,-40.915244428683096
26,-26.666631603242575
27,-7.272649553170652
28,-24.335015796781597
29,36.28474937136746
30,-10.673700880053127
31,2.842427888321488
32,-17.032188978384703
33,5.316932123033181
34,59.256977769807335
35,40.872204377608526
36,91.27287370481594
37,86.48145453245846
38,76.97722754155839
39,135.43272540615186
40,90.89853553168639
41,137.7386359105653
42,64.04540681204334
43,122.62764166349761
44,96.6523775268679
45,98.54115301003262
46,118.79638301399052
47,109.68210345809514
48,95.9856372814032
49,63.15606320211914
50,89.06639646313825
51,103.7856342829219
52,112.73198250226139
53,109.1592951725033
54,110.42574087122993
55,130.68935536087162
56,134.13925552738527
57,86.80932021126746
58,82.2865578702232
59,94.69879286127562
60,109.01569562614509
61,107.73985308780956
62,82.40994471473307
63,107.09797445060224
64,89.62857123982937
65,95.75769873404107
66,99.92718237051713
67,77.94610020653002
68,124.05727303734605
69,87.1983212949706
70,67.50127518025137
71,87.68631110096894
72,98.3478683619079
73,118.64259982574826
74,74.00529409824017
75,116.0504083987029
76,119.58815415863106
77,82.02575973608634
78,72.77691861806639
79,157.65318881451648
80,101.99257074468908
81,79.09939862849181
82,121.44821355464171
83,75.73800759057458
84,98.84257112387783
85,87.82294285999349
86,115.00550377384704
87,105.66133586435134
88,99.03341269974956
89,86.27454872383571
90,112.09160864024705
91,99.03235478878196
92,161.10307086505262
93,101.53408336476852
94,105.05433201107617
95,130.47214531765562
96,106.83861642240133
97,88.30438257913772
98,109.63436184482768
99,111.68893984671631
100,108.9340733827822
101,102.39921808635843
102,135.05096674928353
103,128.14234305359815
104,95.50282412156142
105,138.26456672708406
106,94.73158473422544
107,131.4735628653395
108,116.12453569775576
109,151.22280727804622
110,99.17091208870937
111,113.52142202639638
112,100.61958224834287
113,152.18470948867707
114,116.51084803834519
115,130.67434574253556
116,161.31556010704793
117,152.28590818802053
118,151.06217061126608
119,146.08241163714442
120,136.6614297431627
121,119.26738209549373
122,100.6699310687831
123,94.16829419474342
124,150.10026157921487
125,115.3819399733928
126,101.98055221600013
127,132.16958181386076
128,91.22736547072006
129,102.68730909508649
130,149.87923853013388
131,123.26146231018792
132,131.53372199262648
133,136.30422007274166
134,111.3796138613327
135,128.8048159946815
136,111.33416982653986
137,94.35194508800895
138,125.49434086972121
139,133.9717469664081
140,113.17693666952846
141,110.68785016281149
142,136.6124962753757
143,132.80340798760835
144,142.45041194221076
145,147.89304812980458
146,109.40226894253767
147,90.8536081269857
148,113.1703417042645
149,110.79214443378214
150,142.36747113877712
151,165.8455854492515
152,107.79601852261605
153,137.06698968826493
154,93.21027906211438
155,132.58476406956834
156,107.45453538651395
157,106.16397335729394
158,139.2643871123534
159,141.91027876908333
160,161.6047624367926
161,142.82159684730433
162,165.7858645477394
163,118.54833246761223
164,132.56799724747802
165,151.81338706434795
166,158.38348648612137
167,116.87383739109123
168,118.81627419521317
169,153.40373177838794
170,136.45014301911138
171,110.05462349577094
172,167.1853023973011
173,200.7451929895708
174,114.70250400063416
175,125.30514611294112
176,107.81864165151157
